	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
201430541098	陈可可	信息安全班	2014级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-303	1985-01-04	17235742344	ckk@edu.scut.com
201430541678	李智豪	信息安全班	2014级	111111	女	计算机科学与工程学院	华南理工大学大学城校区C5-200	1985-09-14	17235742344	lzh@edu.scut.com
201530541371	何亿	信息安全班	2015级	111111	女	计算机科学与工程学院	华南理工大学大学城校区C5-200	1988-11-16	17235742344	hy@edu.scut.com
201530541418	胡景铨	信息安全班	2015级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-303	1984-08-01	17235742344	hjq@edu.scut.com
201530541487	黄喜全	信息安全班	2015级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-302	1987-03-14	17235742344	hxq@edu.scut.com
201530542521	赵菲苑	信息安全班	2015级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-302	1985-12-01	17235742344	zfw@edu.scut.com
201630311042	陈浩鑫	网络工程班	2016级	111111	女	计算机科学与工程学院	华南理工大学大学城校区C5-200	1984-08-28	15912379897	chx@edu.scut.com
201630471586	邱伟峰	网络工程班	2016级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-301	1986-01-02	18593695297	qwf@edu.scut.com
201630541043	陈海康	计算机联合班	2016级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-303	1985-05-01	17235742344	chk@edu.scut.com
201630541128	陈若晖	信息安全班	2016级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-301	1988-04-18	17235742344	crh@edu.scut.com
201630541210	邓勇达	计算机联合班	2016级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-303	1985-10-15	17235742344	dyd@edu.scut.com
201630541364	何杏萍	网络工程班	2016级	111111	女	计算机科学与工程学院	华南理工大学大学城校区C5-200	1988-12-23	17235742344	hxp@edu.scut.com
201630541654	李心妍	计算机联合班	2016级	111111	女	计算机科学与工程学院	华南理工大学大学城校区C5-200	1984-08-24	17235742344	lxy@edu.scut.com
201630541661	李雨键	网络工程班	2016级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-300	1988-10-28	17235742344	lyj@edu.scut.com
201630541746	林世畅	网络工程班	2016级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-301	1984-05-23	17235742344	lsc@edu.scut.com
201630541807	刘俊彦	计算机联合班	2016级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-304	1986-04-01	17235742344	ljy@edu.scut.com
201630541838	吕扬	网络工程班	2016级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-300	1985-08-15	18945673735	ly@edu.scut.com
201630542156	吴伟斌	网络工程班	2016级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-300	1984-03-15	17963782484	wwb@edu.scut.com
201630542262	杨晓虹	网络工程班	2016级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-300	1988-11-25	15262357264	yxh@edu.scut.com
201630542286	杨心语	计算机联合班	2016级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-305	1987-09-08	17235742344	yxy@edu.scut.com
201630542415	张朝晖	计算机联合班	2016级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-304	1984-03-09	17235742344	zzh@edu.scut.com
201630542484	张智杰	计算机联合班	2016级	111111	女	计算机科学与工程学院	华南理工大学大学城校区C5-200	1987-06-05	17235742344	zzj@edu.scut.com
201630542545	赵伟杰	计算机联合班	2016级	111111	女	计算机科学与工程学院	华南理工大学大学城校区C5-200	1987-02-21	17235742344	zwy@edu.scut.com
201630542613	郑晓燕	计算机联合班	2016级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-304	1985-01-25	17235742344	zxy@edu.scut.com
201636061248	柯皓文	网络工程班	2016级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-301	1988-09-23	17235742344	khw@edu.scut.com
201636541429	胡顺宏	网络工程班	2016级	111111	女	计算机科学与工程学院	华南理工大学大学城校区C5-200	1988-02-01	15583946736	hsh@edu.scut.com
201692450584	黄琳	计算机联合班	2016级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-304	1984-05-04	17235742344	hl@edu.scut.com
201730541111	陈润森	信息安全班	2017级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-302	1986-02-25	17235742344	crs@edu.scut.com
201730542620	郑梓悫	信息安全班	2017级	111111	女	计算机科学与工程学院	华南理工大学大学城校区C5-200	1986-11-11	17235742344	zxl@edu.scut.com
201830541067	陈嘉健	信息安全班	2018级	111111	男	计算机科学与工程学院	华南理工大学大学城校区C12-302	1988-02-11	17235742344	cjj@edu.scut.com
